timestamp,open,high,low,close,volume
2020-01-22,11.9000,12.0000,11.7000,11.9000,1600
2020-01-21,11.8000,12.0000,11.7000,11.8000,17700
2020-01-17,11.6000,12.4000,11.5000,11.6000,10600
2020-01-16,11.6000,11.6000,11.5000,11.6000,6100
2020-01-15,11.6000,12.5000,11.5000,11.6000,66600
2020-01-14,11.5500,11.5500,11.5000,11.5500,14400
2020-01-13,11.5500,12.5000,11.5000,11.5500,19400
2020-01-10,11.5000,12.0000,11.4000,11.5000,6000
2020-01-09,11.5000,12.0000,11.4000,11.5000,6000
2020-01-08,12.2000,12.5000,12.0000,12.2000,1000
2020-01-07,12.0500,12.5000,12.0000,12.0500,17700
2020-01-06,12.5000,13.0000,12.0000,12.5000,20600
2020-01-03,12.5500,12.9000,12.0500,12.5500,35500
2020-01-02,12.5500,12.9000,12.0500,12.5500,35500
2019-12-31,12.3500,12.6000,11.7000,12.3500,87300
2019-12-30,11.5000,11.7000,11.2000,11.5000,11400
2019-12-27,11.5000,11.8000,11.0500,11.5000,1400
2019-12-26,11.5000,11.5000,11.5000,11.5000,0
2019-12-24,11.5000,11.8000,11.0500,11.5000,1400
2019-12-23,11.5000,11.8000,11.0500,11.5000,1400
2019-12-20,11.0000,11.0000,11.0000,11.0000,10400
2019-12-19,11.0500,11.4500,11.0000,11.0500,2900
2019-12-18,10.9000,11.5500,10.8500,10.9000,36800
2019-12-17,11.1500,11.5500,10.9000,11.1500,10800
2019-12-16,11.4500,11.5000,11.0000,11.4500,589900
2019-12-13,11.1000,11.9500,11.0000,11.1000,6800
2019-12-12,11.1500,11.1500,11.1500,11.1500,0
2019-12-11,11.1500,11.5000,11.0000,11.1500,2300
2019-12-10,11.1500,11.5000,11.0000,11.1500,2300
2019-12-09,11.5000,11.8000,11.2000,11.5000,5500
2019-12-06,12.0000,12.0000,12.0000,12.0000,14100
2019-12-05,11.9500,12.0000,11.8000,11.9500,5800
2019-12-04,12.0000,12.0000,12.0000,12.0000,10700
2019-12-03,12.0000,12.1000,12.0000,12.0000,402800
2019-12-02,12.0000,12.1000,12.0000,12.0000,402800
2019-11-29,12.1000,12.2500,12.0500,12.1000,8000
2019-11-27,12.1500,12.4500,12.0000,12.1500,6200
2019-11-26,12.0500,12.2500,12.0000,12.0500,8700
2019-11-25,11.9000,12.0000,11.6000,11.9000,4000
2019-11-22,12.2500,12.4500,12.0500,12.2500,3600
2019-11-21,12.4000,12.4000,12.3500,12.4000,3200
2019-11-20,12.3500,12.4000,12.3500,12.3500,19300
2019-11-19,12.4000,12.5000,12.3500,12.4000,12600
2019-11-18,12.3500,12.4000,12.2000,12.3500,57300
2019-11-15,12.4000,12.4000,12.2000,12.4000,56900
2019-11-14,12.3500,12.4000,12.3000,12.3500,13200
2019-11-13,12.2000,12.4000,12.2000,12.2000,33200
2019-11-12,12.1500,12.2000,12.0500,12.1500,4300
2019-11-11,12.0500,12.4000,12.0500,12.0500,13000
2019-11-08,12.2000,12.4000,12.0500,12.2000,3700
2019-11-07,12.1500,12.4000,12.0500,12.1500,19600
2019-11-06,12.3000,12.3500,12.2000,12.3000,38300
2019-11-05,12.3000,12.5000,12.3000,12.3000,39900
2019-11-04,12.4500,12.9000,12.0000,12.4500,106500
2019-11-01,12.3000,12.8000,12.0000,12.3000,59200
2019-10-31,11.6500,12.0000,11.2000,11.6500,12500
2019-10-30,11.0000,11.1000,10.5500,11.0000,18400
2019-10-29,10.9500,11.0000,10.5000,10.9500,24600
2019-10-28,10.5500,11.1000,10.2000,10.5500,37500
2019-10-25,10.3000,10.5000,10.0000,10.3000,18800
2019-10-24,10.3000,10.5000,10.0000,10.3000,18800
2019-10-23,10.3000,10.5000,10.3000,10.3000,8600
2019-10-22,10.1500,10.7000,10.0000,10.1500,4900
2019-10-21,10.3500,10.3500,10.3500,10.3500,0
2019-10-18,10.3500,10.7000,10.0000,10.3500,11100
2019-10-17,10.3500,10.7000,10.0000,10.3500,6600
2019-10-16,10.3000,10.3500,10.3000,10.3000,4300
2019-10-15,10.5000,10.7000,10.3000,10.5000,19000
2019-10-14,10.3000,10.3500,10.3000,10.3000,3200
2019-10-11,10.4000,10.4000,10.4000,10.4000,0
2019-10-10,10.4000,10.4000,10.4000,10.4000,0
2019-10-09,10.4000,10.5000,10.4000,10.4000,5400
2019-10-08,10.3500,10.5000,10.3000,10.3500,4600
2019-10-07,10.3500,10.3500,10.3500,10.3500,0
2019-10-04,10.3500,10.5000,10.0000,10.3500,34800
2019-10-03,10.3500,10.5000,10.3000,10.3500,1200
2019-10-02,10.5000,10.5000,10.5000,10.5000,12400
2019-10-01,10.3000,10.6500,10.0000,10.3000,21300
2019-09-30,10.5500,10.7500,10.5000,10.5500,9100
2019-09-27,10.7000,10.7500,10.7000,10.7000,4000
2019-09-26,10.3000,10.7000,9.7200,10.3000,7600
2019-09-25,10.5500,10.7000,10.2500,10.5500,29600
2019-09-24,10.2500,10.7000,10.0000,10.2500,31100
2019-09-23,10.3000,11.0000,10.0000,10.3000,16100
2019-09-20,10.5500,10.7000,10.2000,10.5500,12700
2019-09-19,10.7000,10.7000,10.7000,10.7000,8700
2019-09-18,10.6500,10.8000,10.5500,10.6500,9200
2019-09-17,11.0000,11.5000,10.9500,11.0000,124000
2019-09-16,11.5000,11.5500,11.4500,11.5000,19400
2019-09-13,11.4500,11.5500,10.5000,11.4500,12400
2019-09-12,10.5000,10.5000,10.5000,10.5000,11400
2019-09-11,10.1000,10.1000,10.1000,10.1000,6600
2019-09-10,9.8200,9.8200,9.8200,9.8200,1600
2019-09-09,9.8200,10.1000,9.7000,9.8200,28700
2019-09-06,9.8600,10.1000,9.5000,9.8600,3800
2019-09-05,10.1000,10.7000,9.9000,10.1000,8200
2019-09-04,10.0000,10.5000,10.0000,10.0000,96200
2019-09-03,10.4500,10.7000,10.3000,10.4500,1300
2019-08-30,10.7000,11.0000,10.5000,10.7000,2300
2019-08-29,10.5500,11.0000,10.0000,10.5500,15600
2019-08-28,11.0500,11.2000,10.9000,11.0500,14200
2019-08-27,11.4000,11.9000,11.1500,11.4000,2600
2019-08-26,11.1500,11.1500,11.1500,11.1500,0
2019-08-23,11.1500,11.2000,11.1000,11.1500,2800
2019-08-22,11.1500,12.0000,11.0000,11.1500,16800
2019-08-21,11.0000,11.1000,11.0000,11.0000,25700
2019-08-20,11.0000,11.0000,11.0000,11.0000,7300
2019-08-19,11.1000,12.0000,11.0000,11.1000,23400
2019-08-16,11.0000,11.4000,11.0000,11.0000,36900
2019-08-15,11.5500,11.8000,11.4500,11.5500,1100
2019-08-14,11.6000,11.8500,11.4000,11.6000,4500
2019-08-13,11.6500,11.8000,11.5000,11.6500,500
2019-08-12,11.5500,11.5500,11.5500,11.5500,0
2019-08-09,11.5500,12.0000,11.2000,11.5500,4900
2019-08-08,11.8500,12.0000,11.0000,11.8500,49100
2019-08-07,11.2000,11.5000,10.8000,11.2000,29600
2019-08-06,10.9500,10.9500,10.9500,10.9500,0
2019-08-05,10.9500,11.0500,10.6000,10.9500,25400
2019-08-02,11.0500,11.7500,10.8500,11.0500,41900
2019-08-01,11.7500,11.7500,11.7500,11.7500,4200
2019-07-31,11.5000,11.5500,11.4500,11.5000,7700
2019-07-30,11.5000,11.5500,11.5000,11.5000,14100
2019-07-29,11.5000,11.5500,11.5000,11.5000,2100
2019-07-26,11.5500,11.9500,11.2000,11.5500,51600
2019-07-25,11.7000,11.9000,11.5000,11.7000,11000
2019-07-24,11.7500,11.9500,11.0000,11.7500,15800
2019-07-23,11.9500,12.0000,11.4500,11.9500,13500
2019-07-22,11.9500,12.0000,11.5000,11.9500,21600
2019-07-19,12.0000,12.0000,12.0000,12.0000,4500
2019-07-18,11.9500,12.5017,11.7500,11.9500,18800
2019-07-17,12.0500,12.0500,12.0500,12.0500,7600
2019-07-16,12.2998,12.5000,12.0500,12.3000,7100
2019-07-15,12.0500,12.2000,12.0500,12.0500,57800
2019-07-12,12.2500,12.2998,12.2000,12.2500,7000
2019-07-11,12.3500,12.3500,12.3500,12.3500,700
2019-07-10,12.1000,12.4000,12.0500,12.1000,59400
2019-07-09,12.0500,12.4000,12.0500,12.0500,48200
2019-07-08,12.0500,12.4000,12.0000,12.0500,9900
2019-07-05,12.3000,12.4000,12.3000,12.3000,1100
2019-07-03,12.3000,12.4000,12.3000,12.3000,3500
2019-07-02,12.2500,12.4000,12.2000,12.2500,4000
2019-07-01,12.2000,12.4000,12.2000,12.2000,5200
2019-06-28,12.2500,12.4000,12.2000,12.2500,190400
2019-06-27,12.3000,12.5000,12.2500,12.3000,5300
2019-06-26,12.5000,12.5000,12.5000,12.5000,0
2019-06-25,12.5000,12.5000,12.5000,12.5000,5600
2019-06-24,12.3000,12.5000,12.2000,12.3000,8500
2019-06-21,12.2000,12.5000,12.1000,12.2000,6300
2019-06-20,12.2500,12.3000,12.2000,12.2500,75200
2019-06-19,12.1000,12.3000,12.1000,12.1000,13600
2019-06-18,12.1000,12.4000,12.0000,12.1000,30700
2019-06-17,12.4500,12.5000,12.2000,12.4500,10500
2019-06-14,12.2500,12.5000,12.2501,12.2500,31400
2019-06-13,12.2500,12.5000,12.2500,12.2500,31400
2019-06-12,12.3000,12.4000,12.2998,12.3000,38100
2019-06-11,12.3500,12.9500,12.3000,12.3500,9100
2019-06-10,12.3500,13.0000,12.3000,12.3500,2800
2019-06-07,14.0000,14.0000,14.0000,14.0000,0
2019-06-06,14.0000,14.0000,14.0000,14.0000,0
2019-06-05,14.0000,14.0000,14.0000,14.0000,0
2019-06-04,13.9986,14.0000,14.0000,14.0000,0
2019-06-03,14.0000,14.0000,13.9990,14.0000,0
2019-05-31,14.0000,14.0000,14.0000,14.0000,0
2019-05-30,14.0000,14.0000,14.0000,14.0000,0
2019-05-29,13.9995,14.0000,14.0000,14.0000,0
2019-05-28,14.0000,14.0000,14.0000,14.0000,0
2019-05-24,14.0000,14.0000,13.9999,14.0000,0
2019-05-23,14.0000,14.0000,14.0000,14.0000,0
2019-05-22,14.0000,14.0000,14.0000,14.0000,0
2019-05-21,14.0000,14.0000,14.0000,14.0000,0
2019-05-20,14.0000,14.0000,14.0000,14.0000,0
2019-05-17,14.0000,14.0000,14.0000,14.0000,0
2019-05-16,14.0000,13.9989,14.0000,14.0000,0
2019-05-15,14.0000,14.0000,14.0000,14.0000,0
2019-05-14,14.0000,14.0000,14.0000,14.0000,0
2019-05-13,13.9993,14.0000,14.0000,14.0000,0
2019-05-10,14.0000,14.0000,14.0000,14.0000,0
2019-05-09,14.0000,14.0000,14.0000,14.0000,0
2019-05-08,14.0000,14.0003,14.0000,14.0000,0
2019-05-07,14.0000,14.0000,14.0000,14.0000,0
2019-05-06,14.0000,14.0000,14.0000,14.0000,0
2019-05-03,14.0000,14.0000,14.0000,14.0000,0
2019-05-02,14.0000,14.0000,14.0000,14.0000,0
2019-05-01,14.0000,14.0000,14.0000,14.0000,0
2019-04-30,14.0000,14.0000,14.0000,14.0000,0
2019-04-29,14.0000,14.0001,14.0000,14.0000,0
2019-04-26,14.0000,14.0000,14.0000,14.0000,0
2019-04-25,13.9995,14.0000,14.0000,14.0000,0
2019-04-24,14.0000,14.0000,14.0000,14.0000,0
2019-04-23,14.0000,14.0000,14.0000,14.0000,0
2019-04-22,14.0000,14.0000,14.0000,14.0000,0
2019-04-18,14.0000,14.0000,14.0000,14.0000,0
2019-04-17,14.0000,14.0000,14.0000,14.0000,0
2019-04-16,14.0000,14.0000,13.9983,14.0000,0
2019-04-15,14.0000,14.0000,14.0000,14.0000,0
2019-04-12,13.9998,14.0000,14.0000,14.0000,0
2019-04-11,14.0000,14.0000,14.0000,14.0000,0
2019-04-10,14.0000,14.0000,14.0000,14.0000,0
2019-04-09,14.0000,14.0000,14.0000,14.0000,0
2019-04-08,14.0000,14.0000,14.0000,14.0000,0
2019-04-05,14.0000,14.0000,14.0000,14.0000,0
2019-04-04,14.0000,14.0000,14.0000,14.0000,0
2019-04-03,14.0000,14.0000,14.0000,14.0000,0
2019-04-02,14.0000,14.0000,14.0000,14.0000,0
2019-04-01,14.0000,14.0000,14.0000,14.0000,0
2019-03-29,14.0000,14.0000,14.0000,14.0000,0
2019-03-28,14.0000,14.0000,14.0000,14.0000,0
2019-03-27,14.0000,14.0000,14.0000,14.0000,0
2019-03-26,14.0000,14.0000,14.0000,14.0000,0
2019-03-25,14.0000,14.0000,14.0000,14.0000,0
2019-03-22,14.0000,14.0000,14.0000,14.0000,0
2019-03-21,14.0000,14.0000,14.0000,14.0000,0
2019-03-20,14.0000,14.0000,14.0000,14.0000,0
2019-03-19,14.0000,14.0000,14.0000,14.0000,0
2019-03-18,14.0000,14.0000,14.0000,14.0000,0
2019-03-15,14.0000,14.0000,14.0003,14.0000,0
2019-03-14,14.0010,14.0000,14.0000,14.0000,0
2019-03-13,14.0000,14.9500,14.0000,14.0000,41000
2019-03-12,14.1500,15.0000,14.0500,14.1500,4600
2019-03-11,14.0500,14.9997,14.0000,14.0500,2300
2019-03-08,14.3500,14.6000,14.0000,14.3500,1112900
2019-03-07,14.1500,14.9500,14.0000,14.1500,12900
2019-03-06,14.2000,14.6000,14.0000,14.2000,16400
2019-03-05,14.2500,14.5000,14.2000,14.2500,5100
2019-03-04,14.6000,15.0000,14.5000,14.6000,15300
2019-03-01,14.8000,15.1500,14.2997,14.8000,9500
2019-02-28,14.3000,15.0000,14.2000,14.3000,114700
2019-02-27,14.5000,14.5000,14.5000,14.5000,0
2019-02-26,14.5000,14.5000,14.5000,14.5000,0
2019-02-25,14.5000,15.0000,14.5000,14.5000,7600
2019-02-22,14.6000,14.9500,14.5000,14.6000,1400
2019-02-21,14.9500,15.1000,14.5000,14.9500,4800
2019-02-20,15.0000,15.1500,15.0000,15.0000,20600
2019-02-19,15.0000,15.0500,14.8000,15.0000,77500
2019-02-15,15.0500,15.2500,14.5000,15.0500,4500
2019-02-14,15.2500,15.5000,15.1500,15.2500,23700
2019-02-13,15.4500,15.4500,15.4500,15.4500,0
2019-02-12,15.4500,15.5000,15.1500,15.4500,156100
2019-02-11,15.2500,15.5000,15.1000,15.2500,25300
2019-02-08,14.9500,15.1000,14.8000,14.9500,36300
2019-02-07,14.9500,15.0000,14.4000,14.9500,36400
2019-02-06,14.1000,14.1000,14.0000,14.1000,399800
2019-02-05,14.0000,14.2000,13.9500,14.0000,42700
2019-02-04,14.1000,14.2000,14.0000,14.1000,42700
2019-02-01,14.0000,14.0500,13.9500,14.0000,25100
2019-01-31,13.9500,14.0000,13.9500,13.9500,46500
2019-01-30,13.9500,14.0000,13.9000,13.9500,73300
2019-01-29,14.0000,14.1000,13.9500,14.0000,227500
2019-01-28,14.0000,14.0000,14.0000,14.0000,0
2019-01-25,14.0000,14.0000,13.8003,14.0000,55300
2019-01-24,13.9500,13.9500,13.9500,13.9500,0
2019-01-23,13.9500,14.0000,13.9000,13.9500,24300
2019-01-22,13.8000,14.0000,13.6500,13.8000,18100
2019-01-18,13.9000,14.0000,13.9000,13.9000,22400
2019-01-17,14.0000,16.0000,14.0000,14.0000,451600
2019-01-16,14.6000,15.0000,14.5000,14.6000,7600
2019-01-15,14.1000,14.9500,14.0000,14.1000,8600
2019-01-14,14.0000,14.0000,14.0000,14.0000,0
2019-01-11,14.0000,14.0000,14.0000,14.0000,1100
2019-01-10,14.0000,13.9996,14.0000,14.0000,20500
2019-01-09,14.3500,15.0000,14.0000,14.3500,6400
2019-01-08,14.0000,14.0000,14.0000,14.0000,0
2019-01-07,14.0000,14.0000,14.0000,14.0000,3800
2019-01-04,14.6500,14.9000,14.0000,14.6500,56500
2019-01-03,14.9500,15.0000,14.5000,14.9500,8900
2019-01-02,14.5500,15.0000,14.5000,14.5500,1700
2018-12-31,14.5500,14.9000,14.1000,14.5500,7400
2018-12-28,13.9500,15.0000,13.5000,13.9500,18200
2018-12-27,14.1000,15.1000,14.0000,14.1000,8100
2018-12-26,13.7500,13.7500,13.7500,13.7500,0
2018-12-24,13.7500,14.0000,13.5000,13.7500,8900
2018-12-21,13.7500,14.5000,13.5500,13.7500,15700
2018-12-20,14.0000,14.5000,13.5000,14.0000,14200
2018-12-19,14.9000,15.0000,14.1500,14.9000,1184700
2018-12-18,14.6500,15.0000,14.1500,14.6500,8700
2018-12-17,14.1500,14.5000,14.0997,14.1500,5400
2018-12-14,14.1500,14.5000,14.1000,14.1500,5400
2018-12-13,14.4500,14.5000,14.0000,14.4500,1029100
2018-12-12,14.0498,14.0500,14.0500,14.0500,0
2018-12-11,14.0500,14.1500,14.0000,14.0500,35000
2018-12-10,14.1500,15.0000,14.1500,14.1500,62100
2018-12-07,14.8000,15.1000,14.1000,14.8000,47800
2018-12-06,14.0500,14.0486,14.0500,14.0500,400
2018-12-04,14.0500,15.0000,14.0000,14.0500,6700
2018-12-03,14.0500,14.1000,14.0500,14.0500,1600
2018-11-30,14.0500,14.1000,14.0500,14.0500,10000
2018-11-29,14.7500,15.0000,14.1000,14.7500,8900
2018-11-28,14.1000,14.1000,14.1000,14.1000,0
2018-11-27,14.1000,14.1000,14.1000,14.1000,0
2018-11-26,14.1000,14.2000,14.0500,14.1000,5000
2018-11-23,14.0000,14.4500,14.0000,14.0000,24200
2018-11-21,14.0500,14.5000,14.0000,14.0500,105000
2018-11-20,14.2500,14.2500,14.2500,14.2500,0
2018-11-19,14.2500,14.4500,13.8000,14.2500,5000
2018-11-16,14.2000,14.4000,14.2000,14.2000,4800
2018-11-15,14.3000,15.0000,14.2000,14.3000,14600
2018-11-14,14.0500,14.0500,14.0500,14.0500,0
2018-11-13,14.0500,14.0500,14.0500,14.0500,0
2018-11-12,14.0500,14.6009,14.0500,14.0500,46000
2018-11-09,14.2000,14.3500,14.2000,14.2000,9300
2018-11-08,14.2000,14.3500,14.2000,14.2000,9300
2018-11-07,14.3500,14.7000,14.2000,14.3500,7500
2018-11-06,14.2000,14.2000,14.2000,14.2000,0
2018-11-05,14.2000,15.0000,14.0000,14.2000,18500
2018-11-02,14.5000,14.5000,14.5000,14.5000,0
2018-11-01,14.4995,14.5500,14.5000,14.5000,3000
2018-10-31,14.6500,14.7000,14.5500,14.6500,7700
2018-10-30,14.5500,14.6493,14.0500,14.5500,18600
2018-10-29,14.0000,14.3000,14.0000,14.0000,25300
2018-10-26,14.6500,15.0000,14.2000,14.6500,1100
2018-10-25,14.0500,14.2000,14.0500,14.0500,3200
2018-10-24,14.1000,14.2000,14.1000,14.1000,74400
2018-10-23,14.1000,14.1000,14.0500,14.1000,11500
2018-10-22,14.0500,14.1000,14.0000,14.0500,34700
2018-10-19,14.3500,14.5000,14.0500,14.3500,6100
2018-10-18,14.2000,14.5000,14.0000,14.2000,12400
2018-10-17,14.0000,15.0000,14.0000,14.0000,702900
2018-10-16,13.8491,14.0000,13.5000,13.8500,3700
2018-10-15,13.7501,15.0000,13.5000,13.7500,50700
2018-10-12,14.8500,15.2500,14.0000,14.8500,21300
2018-10-11,14.0000,14.0000,13.9000,14.0000,45600
2018-10-10,13.9000,13.9000,13.9000,13.9000,0
2018-10-09,13.9000,14.0000,13.8000,13.9000,110700
2018-10-08,14.3488,14.5000,13.9000,14.3500,29200
2018-10-05,14.0000,14.2500,14.0000,14.0000,39300
2018-10-04,14.0000,14.0000,13.9000,14.0000,116600
2018-10-03,13.9000,14.0000,13.7500,13.9000,9100
2018-10-02,13.6000,13.8000,13.6000,13.6000,2900
2018-10-01,13.6000,13.6000,13.6000,13.6000,0
2018-09-28,13.6000,14.2500,13.5000,13.6000,122500
2018-09-27,13.9500,14.0000,13.7000,13.9500,5300
2018-09-26,14.3000,14.3500,14.2000,14.3000,11100
2018-09-25,14.3000,14.5000,14.2000,14.3000,10000
2018-09-24,14.5000,14.5000,14.5000,14.5000,17800
2018-09-21,14.2500,15.1000,13.1500,14.2500,3700
2018-09-20,14.5500,15.0000,14.0000,14.5500,7700
2018-09-19,15.1488,15.5000,14.9000,15.1500,2700
2018-09-18,15.0500,15.1000,15.0000,15.0500,1700
2018-09-17,15.2000,15.9000,14.5000,15.2000,3900
2018-09-14,14.9000,15.9000,14.7500,14.9000,24300
2018-09-13,14.9500,15.0000,14.4500,14.9500,3100
2018-09-12,16.0500,16.1000,16.0000,16.0500,6300
2018-09-11,16.3000,16.7000,16.1000,16.3000,700
2018-09-10,16.1000,16.1000,16.1000,16.1000,0
2018-09-07,16.1000,16.7000,16.0000,16.1000,2500
2018-09-06,16.5500,16.7000,16.4000,16.5500,5300
2018-09-05,16.5505,16.7000,16.5000,16.5500,12200
2018-09-04,16.7000,17.0000,16.7000,16.7000,4500
2018-08-31,16.9500,17.0000,16.7000,16.9500,15900
2018-08-30,16.5500,16.6000,16.5000,16.5500,2200
2018-08-29,16.5500,16.6000,16.5000,16.5500,2200
2018-08-28,16.7000,17.0000,16.5000,16.7000,15900
2018-08-27,17.0500,17.2000,17.0500,17.0500,8100
2018-08-24,17.0000,17.9000,16.8000,17.0000,1115100
2018-08-23,17.0500,17.1000,17.0000,17.0500,17200
2018-08-22,17.0500,17.2000,17.0000,17.0500,2500
2018-08-21,17.1000,17.3500,17.0000,17.1000,17400
2018-08-20,17.1000,17.3500,17.0000,17.1000,17400
2018-08-17,17.0000,17.2000,16.9000,17.0000,22100
2018-08-15,17.1000,17.3000,16.7000,17.1000,3400
2018-08-14,16.9998,17.4500,16.9000,17.0000,129000
2018-08-13,17.3500,17.5000,17.3000,17.3500,4300
2018-08-10,17.3000,17.3000,17.3000,17.3000,5900
2018-08-09,17.1997,17.9000,17.1500,17.2000,50200
2018-08-08,17.9000,18.0000,17.8500,17.9000,8900
2018-08-07,17.1500,17.7000,17.0000,17.1500,5300
2018-08-06,16.9500,17.0000,16.8500,16.9500,9800
2018-08-03,16.9500,17.1500,16.9500,16.9500,2400
2018-08-02,16.9500,17.0000,16.8000,16.9500,20900
2018-08-01,17.0500,17.5000,16.9500,17.0500,2200
2018-07-31,17.0000,17.0000,17.0000,17.0000,4700
2018-07-30,17.0000,17.7500,16.9000,17.0000,1500
2018-07-27,16.9500,17.0500,16.9500,16.9500,8000
2018-07-26,17.0002,18.5000,16.9500,17.0000,20800
2018-07-25,16.9500,17.0000,16.9000,16.9500,7100
2018-07-24,16.9500,17.0000,16.8500,16.9500,24400
2018-07-23,16.8500,17.0000,16.8505,16.8500,39300
2018-07-20,16.9500,17.0000,16.8500,16.9500,28600
2018-07-19,17.0000,17.0500,16.8500,17.0000,1071000
2018-07-18,16.9500,17.1500,16.8000,16.9500,19800
2018-07-17,17.5000,17.5000,17.5000,17.5000,0
2018-07-16,17.5000,17.9000,17.2000,17.5000,31000
2018-07-12,17.1500,18.0000,17.0000,17.1500,3600
2018-07-11,17.0000,17.2000,17.0000,17.0000,353100
2018-07-10,17.0500,17.2503,17.0000,17.0500,11600
2018-07-09,17.0000,17.1500,16.8000,17.0000,123200
2018-07-06,17.0000,17.1506,16.8000,17.0000,123200
2018-07-05,17.0500,17.1500,16.8000,17.0500,59200
2018-07-03,17.1000,17.2000,17.0500,17.1000,8200
2018-07-02,17.2000,17.4000,17.1000,17.2000,4800
2018-06-29,17.7000,18.0000,17.5000,17.7000,2500
2018-06-28,17.3010,18.0000,17.2000,17.3000,4100
2018-06-27,17.4000,18.0000,17.2000,17.4000,9900
2018-06-26,17.0000,18.0000,17.0000,17.0000,1204500
2018-06-25,17.7500,17.7500,17.7500,17.7500,0
2018-06-22,17.7500,17.7500,17.7500,17.7500,0
2018-06-21,17.7500,17.9500,17.5003,17.7500,1900
2018-06-20,17.6500,18.2000,17.5000,17.6500,9000
2018-06-19,18.1500,18.2500,17.5000,18.1500,21100
2018-06-18,18.2500,18.4000,18.2500,18.2500,16600
2018-06-15,18.4500,18.4500,18.4500,18.4500,0
2018-06-14,18.4500,18.5000,18.3500,18.4500,3300
2018-06-13,18.4499,18.4500,18.4500,18.4500,20400
2018-06-12,18.4500,18.6000,18.3000,18.4500,35000
2018-06-11,18.2503,18.5000,18.0000,18.2500,953900
2018-06-08,18.4500,18.6000,18.0000,18.4500,26000
2018-06-07,16.7000,16.7000,16.7000,16.7000,0
2018-06-06,16.7000,17.4000,16.6000,16.7000,109200
2018-06-05,16.6500,17.0000,16.4000,16.6500,23800
2018-06-04,16.8000,17.0000,16.4000,16.8000,300
2018-06-01,16.3000,16.3000,16.3000,16.3000,0
2018-05-31,16.3000,17.0000,16.2000,16.3000,118100
2018-05-30,16.5000,17.9000,16.0000,16.5000,1119400
2018-05-29,17.7000,17.9000,17.2512,17.7000,9400
2018-05-25,17.9500,18.0000,17.9000,17.9500,4200
2018-05-24,18.0000,18.2000,17.8000,18.0000,36500
2018-05-23,18.3000,18.8000,18.1000,18.3000,26200
2018-05-22,18.6000,18.8000,18.5000,18.6000,15700
